city,admin_name,country,population,lat,lng
Veľký Krtíš,Banská Bystrica,Slovakia,10647,48.2150,19.3381
Cookstown,Mid-Ulster,United Kingdom,10646,54.6470,-6.7450
Santa Terezinha de Goiás,Goiás,Brazil,10645,-14.4378,-49.7058
Kadwa,Bihār,India,10645,25.0316,84.0924
Sant’Antìoco,Sardegna,Italy,10645,39.0664,8.4545
Filipstad,Värmland,Sweden,10644,59.7167,14.1667
Coité do Nóia,Alagoas,Brazil,10643,-9.6322,-36.5786
Gudibanda,Andhra Pradesh,India,10643,13.9753,77.1046
Tiszafüred,Jász-Nagykun-Szolnok,Hungary,10642,47.6190,20.7600
Ambato,Antananarivo,Madagascar,10642,-18.5970,47.4962
Isabela,Puerto Rico,Puerto Rico,10642,18.4991,-67.0220
Gobardhanpur Kanāp,Bihār,India,10641,25.0682,84.5241
Karadichittūr,Tamil Nādu,India,10641,11.8289,78.8758
Tolna,Tolna,Hungary,10640,46.4250,18.7750
Atlit,Haifa,Israel,10639,32.6872,34.9383
Amāyan,Madhya Pradesh,India,10639,26.3205,78.7581
Freeport,Texas,United States,10639,28.9453,-95.3601
Almoloya,Hidalgo,Mexico,10638,19.7000,-98.4000
Laćarak,,Serbia,10638,45.0022,19.5686
Alachua,Florida,United States,10638,29.7779,-82.4832
St. Albans,West Virginia,United States,10637,38.3769,-81.8198
Kumbhāri,Odisha,India,10636,21.2088,83.6467
Sirugudi,Tamil Nādu,India,10635,10.2627,78.3088
Maghra,Bihār,India,10635,25.1903,85.4921
Mount Vista,Washington,United States,10635,45.7373,-122.6316
Potomac Park,California,United States,10634,35.3636,-118.9650
Munhall,Pennsylvania,United States,10633,40.3935,-79.9005
Asfour,El Tarf,Algeria,10632,36.6667,7.9833
Ngaputaw,Ayeyarwady,Burma,10632,16.5378,94.6936
Borshchiv,Ternopilska Oblast,Ukraine,10632,48.8028,26.0364
San Nicolás,Ñuble,Chile,10631,-36.5033,-72.2122
Hajeb el Aïoun,Kairouan,Tunisia,10631,35.3900,9.5400
Mount Airy,North Carolina,United States,10631,36.5083,-80.6155
Lambton Shores,Ontario,Canada,10631,43.1833,-81.9000
Great Dunmow,Essex,United Kingdom,10630,51.8710,0.3640
Nueva Helvecia,Colonia,Uruguay,10630,-34.2833,-57.2000
Delareyville,North West,South Africa,10630,-26.6833,25.4667
Fair Oaks Ranch,Texas,United States,10630,29.7467,-98.6376
Cottage Grove,Oregon,United States,10630,43.7960,-123.0573
Burgau,Bavaria,Germany,10628,48.4322,10.4069
Nedumpura,Kerala,India,10627,10.3903,76.1514
Sânnicolau Mare,Timiş,Romania,10627,46.0636,20.6125
Svedala,Skåne,Sweden,10627,55.5000,13.2333
Fairview,Oregon,United States,10627,45.5469,-122.4390
Épinay-sur-Orge,Île-de-France,France,10626,48.6726,2.3239
Lubawa,Warmińsko-Mazurskie,Poland,10626,53.5000,19.7500
Memphis,Florida,United States,10626,27.5435,-82.5608
São Félix do Araguaia,Mato Grosso,Brazil,10625,-11.6169,-50.6689
Chalco,Nebraska,United States,10625,41.1817,-96.1353
Jacinto Machado,Santa Catarina,Brazil,10624,-28.9969,-49.7639
Valentigney,Bourgogne-Franche-Comté,France,10624,47.4633,6.8331
Jiwachhpur,Bihār,India,10624,26.3120,87.0405
Pella,Iowa,United States,10624,41.4052,-92.9189
Winterville,North Carolina,United States,10624,35.5291,-77.4000
Veselí nad Moravou,Jihomoravský Kraj,Czechia,10623,48.9536,17.3764
Chinnamandem,Andhra Pradesh,India,10623,13.9419,78.6814
Santa Clara,Oregon,United States,10623,44.1154,-123.1344
Adohoun,Mono,Benin,10622,6.6333,1.6667
Pāma,Bihār,India,10622,25.8122,86.8474
Crestwood,Illinois,United States,10622,41.6454,-87.7397
Dinagat,Dinagat Islands,Philippines,10621,9.9561,125.5933
Kralendijk,Bonaire,Bonaire,10620,12.1444,-68.2656
Snovsk,Chernihivska Oblast,Ukraine,10620,51.8203,31.9508
Uzda,Minskaya Voblasts’,Belarus,10619,53.4661,27.2244
Jeseník,Olomoucký Kraj,Czechia,10619,50.2297,17.2047
Ruppichteroth,North Rhine-Westphalia,Germany,10619,50.8439,7.4836
Villa Jaragua,Enriquillo,Dominican Republic,10619,18.4800,-71.5000
Opatija,Primorsko-Goranska Županija,Croatia,10619,45.3347,14.3069
Groot-Brakrivier,Western Cape,South Africa,10619,-34.0425,22.2314
Shelton,Washington,United States,10619,47.2186,-123.1121
North Dumfries,Ontario,Canada,10619,43.3200,-80.3800
Altamirano,Chiapas,Mexico,10618,16.7361,-92.0389
Yelm,Washington,United States,10618,46.9398,-122.6262
Longbenton,Newcastle upon Tyne,United Kingdom,10617,55.0000,-1.5700
Néo Vouprásio,Dytikí Elláda,Greece,10617,38.0333,21.3667
Nakayama,Yamagata,Japan,10617,38.3331,140.2831
Waggaman,Louisiana,United States,10617,29.9373,-90.2354
Kilibo,Collines,Benin,10616,8.5717,2.6017
Usuppūr,Tamil Nādu,India,10616,11.3815,79.6970
Tnine Sidi Lyamani,Tanger-Tétouan-Al Hoceïma,Morocco,10616,35.3700,-5.9700
Bel Air,Maryland,United States,10616,39.5348,-76.3460
Partāp Tānr,Bihār,India,10615,25.8897,85.2551
Kanur,Karnātaka,India,10615,17.0318,75.7022
Mittahalli,Tamil Nādu,India,10615,12.4210,78.1991
Hanson,Massachusetts,United States,10615,42.0558,-70.8723
Bouhmama,Khenchela,Algeria,10614,35.2833,6.7333
Avigliano,Basilicata,Italy,10614,40.7333,15.7167
Urcos,Cusco,Peru,10614,-13.6861,-71.6228
Králŭv Dvŭr,Středočeský Kraj,Czechia,10613,49.9467,14.0350
Cadelbosco di Sopra,Emilia-Romagna,Italy,10613,44.7667,10.6000
Calçoene,Amapá,Brazil,10612,2.4978,-50.9489
Plankstadt,Baden-Württemberg,Germany,10611,49.3933,8.5942
Jilava,Ilfov,Romania,10611,44.3328,26.0781
Ouédo-Aguéko,Atlantique,Benin,10610,6.4963,2.4268
Antardipa,West Bengal,India,10610,24.6442,87.9213
Nanticoke,Pennsylvania,United States,10610,41.2005,-76.0003
Canápolis,Minas Gerais,Brazil,10608,-18.7250,-49.2039
Ghattu,Andhra Pradesh,India,10608,13.6602,78.3331
Blandford Forum,Dorset,United Kingdom,10607,50.8560,-2.1650
Felton,North Somerset,United Kingdom,10607,51.5100,-2.5740
Sabnima,Bihār,India,10607,25.4583,85.5670
Munnūru,Karnātaka,India,10607,12.8283,74.8803
Khilok,Zabaykal’skiy Kray,Russia,10607,51.3500,110.4500
Höllviken,Skåne,Sweden,10607,55.4167,12.9500
Pires Ferreira,Ceará,Brazil,10606,-4.2469,-40.6450
Barharia,Bihār,India,10606,26.3191,84.4547
San Ignacio Cohuirimpo,Sonora,Mexico,10606,27.0500,-109.4167
Lunca Cetăţuii,Iaşi,Romania,10606,47.0931,27.5662
Lyakhavichy,Brestskaya Voblasts’,Belarus,10605,53.0333,26.2667
Aranda,Bihār,India,10604,26.0850,84.3601
Massa Lombarda,Emilia-Romagna,Italy,10604,44.4500,11.8167
Mantasoa,Antananarivo,Madagascar,10604,-19.0129,47.8342
Küçükkuyu,Çanakkale,Turkey,10604,39.5500,26.6167
Garrucha,Andalusia,Spain,10603,37.1842,-1.8214
Bajpe,Karnātaka,India,10603,12.9803,74.8832
Tubará,Atlántico,Colombia,10602,10.8667,-74.9833
Bad Wildbad,Baden-Württemberg,Germany,10601,48.7503,8.5506
Khovaling,Khatlon,Tajikistan,10601,38.3386,69.9728
Urucânia,Minas Gerais,Brazil,10600,-20.3508,-42.7389
Killiney,Dún Laoghaire-Rathdown,Ireland,10600,53.2651,-6.1137
Khokri Kalān,Punjab,India,10600,30.8456,75.3307
Küçük Dalyan,Hatay,Turkey,10600,36.2167,36.1667
Souanké,Sangha,Congo (Brazzaville),10599,2.0833,14.1333
Sokhodewara,Bihār,India,10599,24.8358,85.8725
East Bradford,Pennsylvania,United States,10599,39.9590,-75.6469
Ain Legdah,Fès-Meknès,Morocco,10598,34.1667,-4.5000
Acari,Rio Grande do Norte,Brazil,10597,-6.4358,-36.6389
Itarana,Espírito Santo,Brazil,10597,-19.8739,-40.8750
Le Mars,Iowa,United States,10597,42.7810,-96.1733
Dießen am Ammersee,Bavaria,Germany,10596,47.9500,11.1000
Mizerov,Moravskoslezský Kraj,Czechia,10595,49.8603,18.5556
Urrugne,Nouvelle-Aquitaine,France,10594,43.3631,-1.6989
Akbarpur,Jhārkhand,India,10594,24.6351,83.9642
İnebolu,Kastamonu,Turkey,10594,41.9747,33.7608
Bonham,Texas,United States,10594,33.5880,-96.1901
Peschanokopskoye,Rostovskaya Oblast’,Russia,10593,46.1958,41.0778
Shepton Mallet,Somerset,United Kingdom,10592,51.1930,-2.5460
La Maddalena,Sardegna,Italy,10592,41.2142,9.4083
Sleepy Hollow,New York,United States,10592,41.0936,-73.8722
Lake Morton-Berrydale,Washington,United States,10591,47.3325,-122.1032
Monte Dourado,Pará,Brazil,10590,-0.8667,-52.5167
Ghoswāri,Bihār,India,10590,25.4687,85.4964
Miro Khan,Sindh,Pakistan,10590,27.7597,68.0917
Karpuzlu,Aydın,Turkey,10590,37.5592,27.8344
Lymanka,Odeska Oblast,Ukraine,10590,46.3883,30.6808
Ormesson-sur-Marne,Île-de-France,France,10589,48.7858,2.5383
Dasai,Madhya Pradesh,India,10589,22.7200,75.1321
Kabira,Bihār,India,10589,25.6897,86.4852
Kurhani,Bihār,India,10589,25.9803,85.3374
Ninheira,Minas Gerais,Brazil,10588,-15.3208,-41.7539
Werlte,Lower Saxony,Germany,10588,52.8500,7.6833
Worcester,Pennsylvania,United States,10588,40.1899,-75.3522
Hondo Valle,El Valle,Dominican Republic,10587,18.7200,-71.7000
Rānko,Bihār,India,10587,25.5181,86.4899
Buşayrā,Aţ Ţafīlah,Jordan,10587,30.7326,35.6094
Hoogland,Utrecht,Netherlands,10587,52.1872,5.3744
Böhl-Iggelheim,Rhineland-Palatinate,Germany,10586,49.3833,8.3000
Murtosa,Aveiro,Portugal,10585,40.7369,-8.6386
Ironton,Ohio,United States,10585,38.5323,-82.6779
Piratininga,São Paulo,Brazil,10584,-22.4128,-49.1350
Iaciara,Goiás,Brazil,10584,-14.0958,-46.6319
Machulishchy,Minskaya Voblasts’,Belarus,10583,53.7814,27.5958
Sárospatak,Borsod-Abaúj-Zemplén,Hungary,10583,48.3189,21.5661
Vellipālaiyam,Tamil Nādu,India,10583,11.3314,76.9813
North Lakes,Alaska,United States,10583,61.6191,-149.3110
Le Pradet,Provence-Alpes-Côte d’Azur,France,10582,43.1064,6.0239
Maida Babhangāwān,Bihār,India,10582,25.4793,86.0669
Sonakhal,West Bengal,India,10582,22.2125,88.7133
Alcora,Valencia,Spain,10581,40.0667,-0.2000
San Gaspar Ixchil,Huehuetenango,Guatemala,10581,15.3833,-91.7167
Kombai,Tamil Nādu,India,10581,10.6143,78.1212
Kartāl,Andhra Pradesh,India,10581,16.9859,78.5014
Jablanica,Bosnia and Herzegovina,Bosnia and Herzegovina,10580,43.6620,17.7618
Croissy-sur-Seine,Île-de-France,France,10580,48.8783,2.1433
Songo,Uíge,Angola,10579,-7.3496,14.8500
Chorrochó,Bahia,Brazil,10579,-8.9800,-39.0939
Jaguari,Rio Grande do Sul,Brazil,10579,-29.4969,-54.6900
Yacuanquer,Nariño,Colombia,10579,1.1167,-77.4000
São João de Ver,Aveiro,Portugal,10579,40.9536,-8.5508
Kimpese,Kongo Central,Congo (Kinshasa),10578,-5.5631,14.4458
Trofarello,Piedmont,Italy,10578,44.9771,7.7438
Tenango del Aire,México,Mexico,10578,19.1575,-98.8581
Grijó,Porto,Portugal,10578,41.0306,-8.5815
Abergele,Conwy,United Kingdom,10577,53.2800,-3.5800
Sirūr Tājband,Mahārāshtra,India,10577,18.7000,76.9333
Pasil,Kalinga,Philippines,10577,17.3894,121.1597
Lejanías,Meta,Colombia,10576,3.5268,-74.0232
Acate,Sicilia,Italy,10576,37.0253,14.4925
Nakagawa,Tokushima,Japan,10576,33.9511,134.6622
Pingree Grove,Illinois,United States,10576,42.0855,-88.4358
Vienna,West Virginia,United States,10575,39.3240,-81.5383
Bad Iburg,Lower Saxony,Germany,10574,52.1592,8.0472
Rocafuerte,Manabí,Ecuador,10574,-0.9236,-80.4495
Raghunāthpur,Bihār,India,10574,26.6418,84.8938
Bodippatti,Tamil Nādu,India,10574,10.5642,77.2336
Paricônia,Alagoas,Brazil,10573,-9.2539,-38.0058
’Aïn Fekan,Mascara,Algeria,10573,35.2250,-0.0017
Zapotitlán,Jutiapa,Guatemala,10573,14.1333,-89.8333
Lagoa do Mato,Maranhão,Brazil,10572,-6.0469,-43.5258
Reiskirchen,Hesse,Germany,10572,50.6000,8.8333
Kiełczów,Dolnośląskie,Poland,10572,51.1406,17.1783
Kolárovo,Nitra,Slovakia,10572,47.9153,17.9972
Weingarten,Baden-Württemberg,Germany,10571,49.0514,8.5306
Sawādah,Al Minyā,Egypt,10571,28.0775,30.7953
Igny,Île-de-France,France,10571,48.7421,2.2261
Shāmpur,Madhya Pradesh,India,10571,23.4180,77.0867
Tekkāttūr,Tamil Nādu,India,10571,10.2997,78.7884
Jurbarkas,Jurbarkas,Lithuania,10571,55.0833,22.7667
Fairview,Texas,United States,10570,33.1399,-96.6117
Mulungu,Ceará,Brazil,10569,-4.3058,-38.9958
Pôrto Firme,Minas Gerais,Brazil,10569,-20.6728,-43.0839
Lenzburg,Aargau,Switzerland,10569,47.3875,8.1803
Gajiginhālu,Karnātaka,India,10568,15.6969,76.6647
Nevelsk,Sakhalinskaya Oblast’,Russia,10568,46.6833,141.8667
Monroe,Wisconsin,United States,10568,42.6030,-89.6381
Daşkəsən,Daşkəsən,Azerbaijan,10566,40.5209,46.0814
Catanduvas,Santa Catarina,Brazil,10566,-27.0708,-51.6619
Tarazona de Aragón,Aragon,Spain,10565,41.9044,-1.7242
Kasavanampatti,Tamil Nādu,India,10565,10.3692,77.8699
Monsenhor Gil,Piauí,Brazil,10564,-5.5642,-42.6078
Vouzela,Viseu,Portugal,10564,40.7231,-8.1122
Pūliguntā,Tamil Nādu,India,10563,12.4395,78.3625
Ivankiv,Kyivska Oblast,Ukraine,10563,50.9328,29.9047
Acushnet,Massachusetts,United States,10563,41.7138,-70.9012
Corumbá de Goiás,Goiás,Brazil,10562,-15.9239,-48.8089
Teddington,Richmond upon Thames,United Kingdom,10562,51.4240,-0.3320
Bellefontaine Neighbors,Missouri,United States,10562,38.7529,-90.2280
Bangshang,Sichuan,China,10561,32.2575,108.1119
Flers-lez-Lille,Hauts-de-France,France,10561,50.6333,3.1333
Trabia,Sicilia,Italy,10561,38.0000,13.6500
Flămânzi,Botoşani,Romania,10561,47.5500,26.8667
Ban Ko,Ratchaburi,Thailand,10561,13.6405,100.0400
Koppāka,Andhra Pradesh,India,10560,16.7494,81.0311
Ambohitromby,Antananarivo,Madagascar,10560,-18.4333,47.1500
Ambolotarakely,Antananarivo,Madagascar,10560,-18.2684,47.4147
Ascope,La Libertad,Peru,10560,-7.7138,-79.1077
Las Matas de Santa Cruz,Cibao Noroeste,Dominican Republic,10559,19.6700,-71.5000
Longuenesse,Hauts-de-France,France,10559,50.7364,2.2383
Al Fayd,Souss-Massa,Morocco,10559,30.6167,-8.2167
Kiến Giang,Quảng Bình,Vietnam,10558,17.2250,106.7917
Palatka,Florida,United States,10558,29.6493,-81.6705
Kamikawa,Hyōgo,Japan,10557,35.0667,134.7333
Kanagichō,Aomori,Japan,10557,40.9026,140.4620
Puente de Piedra,Alajuela,Costa Rica,10556,10.0298,-84.3332
Pachauth,Bihār,India,10556,25.5760,86.8083
Maryville,Missouri,United States,10556,40.3428,-94.8702
Cachoeira de Minas,Minas Gerais,Brazil,10555,-22.3550,-45.7789
Sawla,Savannah,Ghana,10555,9.2729,-2.4143
Chitagá,Norte de Santander,Colombia,10554,7.1333,-72.6667
Lohārda,Madhya Pradesh,India,10554,22.5918,76.5957
Darauli,Bihār,India,10554,26.0781,84.1314
Kuiyibagecun,Xinjiang,China,10553,38.1023,77.1539
Nave,Lombardy,Italy,10552,45.5850,10.2833
Fenglin,Hualien,Taiwan,10552,23.7500,121.4333
Smithville,Missouri,United States,10552,39.3919,-94.5747
Muurame,Keski-Suomi,Finland,10551,62.1333,25.6750
Don Galo,Parañaque,Philippines,10550,14.5072,120.9844
Bellmead,Texas,United States,10550,31.6026,-97.0897
Santa Margarita de Mombúy,Catalonia,Spain,10549,41.5756,1.6092
Martensville,Saskatchewan,Canada,10549,52.2897,-106.6667
Sihma,Bihār,India,10548,25.6992,86.2446
‘Utaybah,Rīf Dimashq,Syria,10548,33.4851,36.6086
Linluo,Pingtung,Taiwan,10548,22.6506,120.5271
Paddhari,Gujarāt,India,10547,22.4300,70.6000
Usmate Velate,Lombardy,Italy,10547,45.6500,9.3500
Máncora,Piura,Peru,10547,-4.1056,-81.0472
Ada,Ada,Serbia,10547,45.8000,20.1333
Niel,Flanders,Belgium,10546,51.1167,4.3333
São José do Calçado,Espírito Santo,Brazil,10546,-21.0253,-41.6544
Mathila,Bihār,India,10546,25.4715,84.1438
Little Canada,Minnesota,United States,10546,45.0244,-93.0863
Chervyen,Minskaya Voblasts’,Belarus,10545,53.7078,28.4322
Sabaneta de Yásica,Cibao Norte,Dominican Republic,10545,19.6667,-70.3833
Tarabha,Odisha,India,10545,20.7325,83.6744
Heath,Ohio,United States,10545,40.0241,-82.4413
Linthicum,Maryland,United States,10545,39.2088,-76.6626
Aerzen,Lower Saxony,Germany,10544,52.0494,9.2653
Phaphot,Bihār,India,10544,25.6817,86.0069
Kulriān,Punjab,India,10544,29.7994,75.6827
Sečanj,Sečanj,Serbia,10544,45.3667,20.7725
Scotchtown,New York,United States,10544,41.4765,-74.3668
Yoko,Plateau,Benin,10543,6.7000,2.6167
Bir Ben Laabed,Médéa,Algeria,10543,36.2175,3.4267
Paranã,Tocantins,Brazil,10542,-12.6150,-47.8828
Sambalhera,Uttar Pradesh,India,10542,29.3250,77.9194
Hrebinka,Poltavska Oblast,Ukraine,10541,50.1167,32.4167
Bobrovytsia,Chernihivska Oblast,Ukraine,10541,50.7450,31.3869
Bischofshofen,Salzburg,Austria,10540,47.4172,13.2194
Lasht-e Neshā,Gīlān,Iran,10539,37.3608,49.8611
Bluffton,Indiana,United States,10539,40.7424,-85.1730
Bogalusa,Louisiana,United States,10539,30.7812,-89.8633
Torpa,Jhārkhand,India,10538,22.9361,85.0889
Madathapatti,Tamil Nādu,India,10538,9.1321,77.4245
Marotaolana,Antsiranana,Madagascar,10538,-14.0256,48.6143
Chota Mollakhāli,West Bengal,India,10537,22.2222,88.8956
Jhonkar,Madhya Pradesh,India,10537,23.2361,76.1814
Arāvelli,Andhra Pradesh,India,10537,18.7190,79.0262
Montalegre,Vila Real,Portugal,10537,41.8239,-7.7900
Dospat,Smolyan,Bulgaria,10536,41.6436,24.1597
Pallattūr,Tamil Nādu,India,10536,10.1461,78.8031
Antenetibe,Antananarivo,Madagascar,10536,-18.7480,47.3261
Torotoro,Potosí,Bolivia,10535,-18.1342,-65.7633
Mario Campos,Minas Gerais,Brazil,10535,-20.0558,-44.1878
Southwick,Sunderland,United Kingdom,10535,54.9193,-1.4062
Maevka,Chüy,Kyrgyzstan,10535,42.9093,74.5685
San Juanito,Chihuahua,Mexico,10535,27.9700,-107.6003
Novotroitske,Khersonska Oblast,Ukraine,10535,46.3500,34.3333
Nordkirchen,North Rhine-Westphalia,Germany,10534,51.7381,7.5256
Nāgambhotlapālem,Andhra Pradesh,India,10534,15.6804,79.8151
Mfou,Centre,Cameroon,10533,3.9600,11.9300
San Isidro,Cabañas,El Salvador,10533,13.8333,-88.7167
Kākhandiki,Karnātaka,India,10532,16.6010,75.6405
Weinböhla,Saxony,Germany,10530,51.1667,13.5667
Saint-Gély-du-Fesc,Occitanie,France,10530,43.6931,3.8067
Tāmarankottai,Tamil Nādu,India,10530,10.4300,79.3200
Novaya Lyalya,Sverdlovskaya Oblast’,Russia,10530,59.0667,60.6000
Rhar el Melah,Bizerte,Tunisia,10530,37.1667,10.1833
Rabta,Bordj Bou Arréridj,Algeria,10529,35.9167,4.7500
Garag,Karnātaka,India,10528,15.5750,74.9297
Galena Park,Texas,United States,10527,29.7452,-95.2333
Mapleton,Ontario,Canada,10527,43.7358,-80.6681
Cotacachi,Imbabura,Ecuador,10526,0.3000,-78.2667
Floresta Azul,Bahia,Brazil,10525,-14.8600,-39.6600
Héricourt,Bourgogne-Franche-Comté,France,10525,47.5783,6.7622
Skilloúnta,Dytikí Elláda,Greece,10525,37.6061,21.6870
Delhi,California,United States,10525,37.4306,-120.7759
Dhilwan,Punjab,India,10524,31.5143,75.3457
New Albany,Ohio,United States,10524,40.0809,-82.7848
Tulshia,Bihār,India,10523,26.3468,87.8411
Karukkalvādi,Tamil Nādu,India,10523,11.6714,78.0126
Wanderlândia,Tocantins,Brazil,10522,-6.8489,-47.9628
La Virgen,Heredia,Costa Rica,10521,10.4312,-84.0772
Simbach am Inn,Bavaria,Germany,10521,48.2667,13.0167
Fairmount,Colorado,United States,10521,39.7931,-105.1711
Frontera,Córdoba,Argentina,10520,-31.4278,-62.0619
Benedito Novo,Santa Catarina,Brazil,10520,-26.7828,-49.3639
Recreio,Minas Gerais,Brazil,10520,-21.5250,-42.4692
Flawil,Sankt Gallen,Switzerland,10520,47.4053,9.1977
Sahuria,Bihār,India,10519,25.8197,86.6132
Nāhargarh,Madhya Pradesh,India,10519,24.1692,75.2342
Buttar Khurd,Punjab,India,10519,30.7250,75.2750
Montale,Tuscany,Italy,10519,43.9333,11.0167
Rasebetsane,Mafeteng,Lesotho,10519,-29.8992,27.6628
Parczew,Lubelskie,Poland,10519,51.6333,22.8667
Cedro,Pernambuco,Brazil,10518,-7.7219,-39.2389
Xambioá,Tocantins,Brazil,10517,-6.4108,-48.5358
Paittūr,Tamil Nādu,India,10517,11.5356,78.5749
Standish,Maine,United States,10517,43.7811,-70.5684
Raceland,Louisiana,United States,10517,29.7282,-90.6362
Tangerhütte,Saxony-Anhalt,Germany,10516,52.4333,11.8000
Simpelveld,Limburg,Netherlands,10516,50.8339,5.9814
Gölyaka,Düzce,Turkey,10516,40.7769,30.9958
Malibu,California,United States,10516,34.0370,-118.7839
Pierre-Bénite,Auvergne-Rhône-Alpes,France,10515,45.7044,4.8250
Herīs,Āz̄arbāyjān-e Sharqī,Iran,10515,38.2475,47.1164
Naganuma,Hokkaidō,Japan,10515,43.0167,141.7000
Riverdale,Illinois,United States,10515,41.6441,-87.6366
Saidia,Oriental,Morocco,10514,35.0850,-2.2392
Perūr,Tamil Nādu,India,10513,10.9752,76.9129
Itzer,Drâa-Tafilalet,Morocco,10513,32.8833,-5.0500
Shumanay,Qoraqalpog‘iston,Uzbekistan,10513,42.6333,58.9167
Vargem,São Paulo,Brazil,10512,-22.8889,-46.4139
Čáslav,Středočeský Kraj,Czechia,10512,49.9117,15.3950
Boudouaou el Bahri,Boumerdes,Algeria,10512,36.7733,3.3872
Neuhausen am Rheinfall,Schaffhausen,Switzerland,10510,47.6831,8.6167
Obuse,Nagano,Japan,10510,36.6975,138.3121
Al Karak,Dar‘ā,Syria,10510,32.6856,36.3492
Lollar,Hesse,Germany,10509,50.6497,8.7044
Steinfeld,Lower Saxony,Germany,10509,52.6000,8.2167
Bagrīnagar,Rājasthān,India,10509,25.9000,73.8000
Okinawa Número Uno,Santa Cruz,Bolivia,10508,-17.2189,-62.8953
Kaufering,Bavaria,Germany,10508,48.0833,10.8833
Monmouth,Monmouthshire,United Kingdom,10508,51.8100,-2.7200
Nallippālaiyam,Tamil Nādu,India,10508,11.2388,78.1495
Santiago Chimaltenango,Huehuetenango,Guatemala,10507,15.4814,-91.7261
Surinam,Savanne,Mauritius,10507,-20.5139,57.5111
Beverly Hills,Michigan,United States,10507,42.5220,-83.2423
San Josecito,San José,Costa Rica,10506,9.8885,-84.1055
Murata,Miyagi,Japan,10506,38.1185,140.7224
Plymouth,Indiana,United States,10506,41.3483,-86.3187
Morsand,Bihār,India,10505,25.9335,85.6980
Imst,Tirol,Austria,10504,47.2394,10.7381
Heule,Flanders,Belgium,10503,50.8333,3.2333
Ertvelde,Flanders,Belgium,10503,51.1783,3.7447
Cristino Castro,Piauí,Brazil,10503,-8.8178,-44.2239
Andonabe Atsimo,Toamasina,Madagascar,10503,-19.9240,48.1971
Yuzhno-Sukhokumsk,Dagestan,Russia,10503,44.6667,45.6500
Čelić,Bosnia and Herzegovina,Bosnia and Herzegovina,10502,44.7211,18.8203
Agramonte,Matanzas,Cuba,10502,22.6768,-81.1161
Marcali,Somogy,Hungary,10502,46.5831,17.4064
Riesi,Sicilia,Italy,10502,37.2833,14.0833
Tierra Colorada,Guerrero,Mexico,10502,17.1656,-99.5264
Aleksandrovsk,Permskiy Kray,Russia,10502,59.1667,57.6000
Excelsior Springs,Missouri,United States,10502,39.3390,-94.2400
Jiménez,Limón,Costa Rica,10501,10.1797,-83.7382
Bibala,Namibe,Angola,10500,-14.7667,13.3500
Court-Saint-Étienne,Wallonia,Belgium,10500,50.6333,4.5667
Poção,Pernambuco,Brazil,10500,-8.1858,-36.7050
Angostura,Antioquia,Colombia,10500,6.8667,-75.3333
Vembūr,Tamil Nādu,India,10500,10.5893,78.0709
Balwa,Uttar Pradesh,India,10500,29.4060,77.3080
Sāmākhiāli,Gujarāt,India,10500,23.3333,70.5833
Yedappalli,Tamil Nādu,India,10500,11.3792,76.8108
Kamifurano,Hokkaidō,Japan,10500,43.4500,142.4667
San Ricardo,Southern Leyte,Philippines,10500,9.9200,125.2800
Ban Thung Khao Phuang,Chiang Mai,Thailand,10500,19.5483,98.9538
Usmat Shaharchasi,Jizzax,Uzbekistan,10500,39.7386,67.6433
